klima_id,datum,woche,haus,aussen_strahlungssumme_j_cm2,aussen_tagestemperatur_c,aussen_nachttemperatur_c,aussen_dif_c,aussen_durchschnittstemp_c,aussen_windschnellheit_m_s,aussen_windschnellheit_nacht_m_s,aussen_feuchtigkeit_tag_proz,aussen_fd_tag_g_m3,aussen_feuchtigkeit_nacht_proz,aussen_fd_nacht_g_m3,aussen_fd_durchschnitt_g_m3,aussen_feuchtigkeit_durchschnitt_proz,aussen_tageslaenge_uhr,schirm_energieschirm_proz,gh_gem_tag_c,gh_gem_nacht_c,gh_gem_dif,gh_gem_tagesdurchschnitt_c,gh_ber_taeg_temp,rohr_temp_tag_c,rohr_temp_nacht_c,rohr_temp_tagesdurchschnitt_c,co2_tag_ppm,co2_nacht_ppm,co2_einspeisung_kg_ha,feucht_fd_tag_g_m3_2,feucht_fd_nacht_g_m3_2,feucht_fd_durchschnitt_g_m3_2,feucht_rf_tag_proz,feucht_rf_nacht_proz,feucht_rfdurchschnitt_proz
1633,2025-03-29 00:00:00,13,6,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.69,20.6,17.3,3.3,19,19.5,40,38,39,0,0,0,2.4,2.7,2.6,0.87,0.82,0.8
1634,2025-03-29 00:00:00,13,7,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.68,20.6,17.5,3.1,19.1,19.5,40,37,38.5,0,0,0,2.4,1.9,2.2,0.87,0.87,0.9
1635,2025-03-29 00:00:00,13,19,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.80,22.5,18.5,4,20.5,19.6,44,38,41,456,570,0,3.7,3.3,3.5,0.82,0.8,0.8
1636,2025-03-29 00:00:00,13,21,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.80,22.4,18.5,3.9,20.5,19.6,45,38,41.5,456,570,0,2.1,1.7,1.9,0.9,0.9,0.9
1637,2025-03-29 00:00:00,13,22,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.83,22.5,18.6,3.9,20.6,19.6,44,36,40,456,570,0,2.2,1.6,1.9,0.89,0.9,0.9
1638,2025-03-29 00:00:00,13,23,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.73,22.3,18.4,3.9,20.4,19.6,44,35,39.5,456,570,0,3,2.2,2.6,0.85,0.86,0.9
1639,2025-03-29 00:00:00,13,31,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.72,20.6,17.5,3.1,19.1,19.5,43,39,41,414,537,0,2.7,3.3,3,0.86,0.78,0.8
1640,2025-03-29 00:00:00,13,33,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.71,20.9,17.5,3.4,19.2,19.5,44,37,40.5,0,0,0,3.1,3.4,3.3,0.83,0.77,0.8
1641,2025-03-29 00:00:00,13,34,550,14.4,6.1,8.3,10.3,1.3,1.3,0,0,0,0,0,0,12.65,0.71,21.1,17.5,3.6,19.3,19.5,44,36,40,359,506,0,2.3,2.2,2.3,0.88,0.85,0.9
1642,2025-03-30 00:00:00,13,20,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.67,23.9,18.8,5.1,21.4,20.3,48,44,46,446,554,0,5.3,3.7,4.5,0.76,0.77,0.8
1643,2025-03-30 00:00:00,13,32,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.62,22.6,18,4.6,20.3,22.4,46,43,44.5,469,587,0,4.7,4.3,4.5,0.77,0.72,0.7
1644,2025-03-30 00:00:00,13,2+3,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.65,25.4,19.3,6.1,22.4,0,40,37,38.5,0,0,0,10.4,4.5,7.5,0.58,0.73,0.7
1645,2025-03-30 00:00:00,13,4,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.65,25.3,19.3,6,22.3,0,40,37,38.5,0,0,0,9.7,4.3,7,0.6,0.75,0.7
1646,2025-03-30 00:00:00,13,5,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.66,25.5,19.3,6.2,22.4,0,38,36,37,0,0,0,12.6,6.3,9.5,0.49,0.63,0.6
1647,2025-03-30 00:00:00,13,6,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.61,22.8,18,4.8,20.4,22.4,42,42,42,0,0,0,4.5,3.9,4.2,0.79,0.74,0.8
1648,2025-03-30 00:00:00,13,7,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.61,23,18.7,4.3,20.9,22.4,42,43,42.5,0,0,0,4.8,2.7,3.8,0.78,0.83,0.8
1649,2025-03-30 00:00:00,13,19,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.66,24.2,18.9,5.3,21.6,20.3,48,39,43.5,0,0,0,6.8,3.7,5.3,0.7,0.77,0.7
1650,2025-03-30 00:00:00,13,21,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.66,24,18.9,5.1,21.5,20.3,48,40,44,446,554,0,4.2,2.6,3.4,0.81,0.84,0.8
1651,2025-03-30 00:00:00,13,22,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.68,23.9,19,4.9,21.5,20.3,49,39,44,446,554,0,4.5,2.5,3.5,0.79,0.85,0.8
1652,2025-03-30 00:00:00,13,23,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.67,24.3,19,5.3,21.7,20.3,446,38,242,446,554,0,5.9,3.3,4.6,0.74,0.8,0.8
1653,2025-03-30 00:00:00,13,31,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.62,22.4,18,4.4,20.2,22.4,45,42,43.5,408,508,0,5.1,4.6,4.9,0.75,0.7,0.7
1654,2025-03-30 00:00:00,13,33,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.62,22.7,18.1,4.6,20.4,22.4,45,43,44,542,671,0,5.7,4.8,5.3,0.72,0.69,0.7
1655,2025-03-30 00:00:00,13,34,1281,14.4,6.1,8.3,10.3,3.3,3.3,0,0,0,0,0,0,12.70,0.62,22.6,18,4.6,20.3,22.4,46,42,44,348,466,0,4.5,3.4,4,0.78,0.78,0.8
1656,2025-03-31 00:00:00,14,20,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.74,22.6,18.3,4.3,20.5,19.7,48,44,46,428,638,0,3.6,2.7,3.2,0.82,0.83,0.8
1657,2025-03-31 00:00:00,14,32,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.67,21,17.7,3.3,19.4,20.3,43,43,43,448,671,0,3.2,3.2,3.2,0.83,0.79,0.8
1658,2025-03-31 00:00:00,14,2+3,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.68,23.2,18.8,4.4,21,0,42,42,42,0,0,0,6.8,4.1,5.5,0.68,0.75,0.7
1659,2025-03-31 00:00:00,14,4,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.69,23.1,18.5,4.6,20.8,0,40,40,40,0,0,0,5.9,3.6,4.8,0.72,0.77,0.7
1660,2025-03-31 00:00:00,14,5,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.69,23.2,18.8,4.4,21,0,38,40,39,0,0,0,8.5,6.1,7.3,0.6,0.63,0.6
1661,2025-03-31 00:00:00,14,19,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.73,22.9,18.4,4.5,20.7,19.7,46,42,44,428,638,0,4.4,3.5,4,0.79,0.78,0.8
1662,2025-03-31 00:00:00,14,21,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.74,22.8,18.4,4.4,20.6,19.7,45,42,43.5,428,638,0,2.5,1.9,2.2,0.88,0.88,0.9
1663,2025-03-31 00:00:00,14,22,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.76,22.7,18.5,4.2,20.6,19.7,45,40,42.5,428,638,0,2.7,1.9,2.3,0.87,0.88,0.9
1664,2025-03-31 00:00:00,14,23,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.64,22.7,18.4,4.3,20.6,19.7,45,40,42.5,428,638,0,3.9,2.8,3.4,0.81,0.83,0.8
1665,2025-03-31 00:00:00,14,31,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.67,20.9,17.6,3.3,19.3,20.3,42,45,43.5,395,577,0,3.4,3.6,3.5,0.81,0.76,0.79
1666,2025-03-31 00:00:00,14,33,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.66,21,17.6,3.4,19.3,20.3,44,44,44,531,759,0,4.1,3.9,4,0.78,0.74,0.8
1667,2025-03-31 00:00:00,14,34,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.65,21.2,17.6,3.6,19.4,20.3,43,43,43,333,531,0,3.1,2.5,2.8,0.84,0.83,0.8
1668,2025-03-31 00:00:00,14,7,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.64,21.2,17.8,3.4,19.5,20.3,39,43,41,0,0,0,3,2.2,2.6,0.84,0.85,0.8
1669,2025-03-31 00:00:00,14,6,736,10.9,2.5,8.4,6.7,1.7,1.7,0,0,0,0,0,0,12.70,0.65,21.1,17.4,3.7,19.3,20.3,40,44,42,0,0,0,3,2.9,3,0.84,0.80,0.8
1670,2025-04-01 00:00:00,14,6,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.63,22.4,17.3,5.1,19.9,22.4,41,46,43.5,0,0,0,4.3,3.4,3.9,0.79,0.77,0.8
1671,2025-04-01 00:00:00,14,20,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,23.4,18.4,5,20.9,20.3,46,47,46.5,478,561,0,4.5,3,3.8,0.79,0.81,0.8
1672,2025-04-01 00:00:00,14,32,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.63,22.7,17.6,5.1,20.2,22.4,44,45,44.5,439,611,0,4.1,3.3,3.7,0.81,0.78,0.8
1673,2025-04-01 00:00:00,14,2+3,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,24.3,19,5.3,21.7,0,45,43,44,0,0,0,9.7,4.9,7.3,0.58,0.71,0.6
1674,2025-04-01 00:00:00,14,4,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,24.5,19.1,5.4,21.8,0,42,39,40.5,0,0,0,8.4,4.1,6.3,0.64,0.75,0.7
1675,2025-04-01 00:00:00,14,5,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.68,25.3,19.2,6.1,22.3,0,40,37,38.5,0,0,0,11.7,7,9.4,0.52,0.59,0.6
1676,2025-04-01 00:00:00,14,19,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,23.4,18.5,4.9,21,20.3,45,45,45,478,562,0,4.9,3.4,4.2,0.78,0.78,0.8
1677,2025-04-01 00:00:00,14,21,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,23.1,18.5,4.6,20.8,20.3,47,47,47,478,562,0,3.7,2.3,3,0.83,0.86,0.8
1678,2025-04-01 00:00:00,14,22,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.68,22.8,18.4,4.4,20.6,20.3,46,48,47,478,562,0,3.6,3,3.3,0.82,0.81,0.8
1679,2025-04-01 00:00:00,14,23,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.68,23.2,18.4,4.8,20.8,20.3,44,44,44,478,561,0,4.7,3.5,4.1,0.78,0.78,0.8
1680,2025-04-01 00:00:00,14,31,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.67,22.6,17.6,5,20.1,22.4,43,45,44,395,521,0,4.3,3.5,3.9,0.79,0.76,0.78
1681,2025-04-01 00:00:00,14,33,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.63,22.9,17.5,5.4,20.2,22.4,44,45,44.5,528,688,0,4.6,3.7,4.2,0.78,0.75,0.8
1682,2025-04-01 00:00:00,14,34,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.63,22.6,17.4,5.2,20,22.4,44,46,45,323,476,0,3.9,3,3.5,0.82,0.79,0.8
1683,2025-04-01 00:00:00,14,7,1294,10.4,4.5,5.9,7.5,4.8,4.8,0,0,0,0,0,0,12.82,0.62,23.3,18,5.3,20.7,22.4,40,45,42.5,0,0,0,4.7,2.3,3.5,0.79,0.85,0.8
1684,2025-04-02 00:00:00,14,6,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,24.4,18.6,5.8,21.5,22.7,37,46,41.5,0,0,0,6.7,2.9,4.8,0.72,0.82,0.8
1685,2025-04-02 00:00:00,14,20,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,24.6,18.8,5.8,21.7,20.7,47,45,46,467,652,0,6.3,2.2,4.3,0.73,0.87,0.8
1686,2025-04-02 00:00:00,14,32,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,24.3,18.4,5.9,21.4,22.7,42,46,44,453,684,0,6.2,2.9,4.6,0.73,0.82,0.8
1687,2025-04-02 00:00:00,14,2+3,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,25.5,18.1,7.4,21.8,0,42,37,39.5,0,0,0,8.4,1.7,5.1,0.66,0.89,0.8
1688,2025-04-02 00:00:00,14,4,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,25.9,18.3,7.6,22.1,0,42,35,38.5,0,0,0,8.3,1.7,5,0.67,0.89,0.8
1689,2025-04-02 00:00:00,14,5,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,26.1,18.4,7.7,22.3,0,41,33,37,0,0,0,10.2,2.8,6.5,0.59,0.82,0.7
1690,2025-04-02 00:00:00,14,19,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,25,19,6,22,20.7,48,42,45,467,651,0,7.6,2.7,5.2,0.68,0.84,0.8
1691,2025-04-02 00:00:00,14,21,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,24.6,19,5.6,21.8,20.7,49,42,45.5,467,652,0,5.4,1.3,3.4,0.77,0.92,0.8
1692,2025-04-02 00:00:00,14,22,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,24.5,19.1,5.4,21.8,20.7,49,41,45,467,651,0,5.7,1.8,3.8,0.75,0.89,0.8
1693,2025-04-02 00:00:00,14,23,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.60,24.5,18.9,5.6,21.7,20.7,45,40,42.5,467,652,0,7,2.4,4.7,0.7,0.86,0.8
1694,2025-04-02 00:00:00,14,31,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.38,24.6,17.8,6.8,21.2,22.7,41,46,43.5,394,610,0,6.2,3,4.6,0.73,0.80,0.77
1695,2025-04-02 00:00:00,14,33,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,24.5,18.5,6,21.5,22.7,41,46,43.5,540,792,0,7.2,3.4,5.3,0.69,0.78,0.7
1696,2025-04-02 00:00:00,14,34,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.59,24.4,18.4,6,21.4,22.7,42,45,43.5,321,549,0,5.8,2.5,4.2,0.75,0.84,0.8
1697,2025-04-02 00:00:00,14,7,1676,16.9,3.1,13.8,10,2.5,2.5,0,0,0,0,0,0,12.87,0.58,24.4,19,5.4,21.7,22.7,36,46,41,0,0,0,7.2,2.1,4.7,0.7,0.87,0.8
1698,2025-04-03 00:00:00,14,6,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.53,25.1,18.3,6.8,21.7,22.7,36,43,39.5,0,0,0,7.2,3.2,5.2,0.71,0.80,0.8
1699,2025-04-03 00:00:00,14,20,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.54,25.3,18.8,6.5,22.1,20.7,48,43,45.5,0,0,0,6.5,1.5,4,0.73,0.91,0.8
1700,2025-04-03 00:00:00,14,32,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.52,25,18.4,6.6,21.7,22.7,41,44,42.5,0,0,0,6.3,3.1,4.7,0.74,0.81,0.8
1701,2025-04-03 00:00:00,14,2+3,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.56,26.1,18.2,7.9,22.2,0,41,36,38.5,0,0,0,9.4,1.8,5.6,0.64,0.88,0.8
1702,2025-04-03 00:00:00,14,4,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.56,26.1,18.5,7.6,22.3,0,41,33,37,0,0,0,9.1,2.1,5.6,0.65,0.87,0.8
1703,2025-04-03 00:00:00,14,5,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.56,26.2,18.4,7.8,22.3,0,40,33,36.5,0,0,0,10.8,2.9,6.9,0.59,0.82,0.7
1704,2025-04-03 00:00:00,14,19,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.54,25.6,19.1,6.5,22.4,20.7,49,42,45.5,0,0,0,6.9,1.7,4.3,0.72,0.90,0.8
1705,2025-04-03 00:00:00,14,21,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.53,25.2,19.2,6,22.2,20.7,47,42,44.5,0,0,0,5.3,1.1,3.2,0.78,0.93,0.9
1706,2025-04-03 00:00:00,14,22,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.54,25.2,19.2,6,22.2,20.7,48,41,44.5,0,0,0,5.6,1.3,3.5,0.77,0.93,0.9
1707,2025-04-03 00:00:00,14,23,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.54,25.3,18.6,6.7,22,20.7,49,39,44,0,0,0,7.5,2.1,4.8,0.69,0.87,0.8
1708,2025-04-03 00:00:00,14,31,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.52,25.1,18.3,6.8,21.7,22.7,41,45,43,0,0,0,6.6,3.2,4.9,0.73,0.80,0.77
1709,2025-04-03 00:00:00,14,33,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.52,25.1,18.4,6.7,21.8,22.7,41,43,42,0,0,0,7.8,3.6,5.7,0.68,0.77,0.7
1710,2025-04-03 00:00:00,14,34,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.52,25,18.3,6.7,21.7,22.7,41,44,42.5,0,0,0,6,2.6,4.3,0.75,0.83,0.8
1711,2025-04-03 00:00:00,14,7,1674,14.3,8.4,5.9,11.4,1.9,0.4,0,0,0,0,0,0,12.93,0.52,25,18.6,6.4,21.8,22.7,35,42,38.5,0,0,0,7.5,2.5,5,0.7,0.84,0.8
1712,2025-04-04 00:00:00,14,6,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.48,25.5,18.3,7.2,21.9,22.7,33,43,38,0,0,0,7.7,3.2,5.5,0.7,0.80,0.8
1713,2025-04-04 00:00:00,14,20,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.5,18.7,7.8,22.6,20.7,46,42,44,505,757,0,6.6,1.5,4.1,0.75,0.91,0.8
1714,2025-04-04 00:00:00,14,32,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.47,25.4,18.4,7,21.9,22.7,39,44,41.5,482,708,0,7.2,3.1,5.2,0.71,0.80,0.8
1715,2025-04-04 00:00:00,14,2+3,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.4,18.3,8.1,22.4,0,41,36,38.5,0,0,0,11.8,2.5,7.2,0.56,0.85,0.7
1716,2025-04-04 00:00:00,14,4,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.5,18.4,8.1,22.5,0,41,34,37.5,0,0,0,11.4,2.4,6.9,0.57,0.85,0.7
1717,2025-04-04 00:00:00,14,5,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.6,18.4,8.2,22.5,0,41,32,36.5,0,0,0,12.2,2.9,7.6,0.54,0.82,0.7
1718,2025-04-04 00:00:00,14,19,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.51,26.7,18.9,7.8,22.8,20.7,46,42,44,505,757,0,7.8,1.6,4.7,0.71,0.90,0.8
1719,2025-04-04 00:00:00,14,21,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.5,18.9,7.6,22.7,20.7,50,42,46,505,757,0,5.7,1.2,3.5,0.79,0.93,0.9
1720,2025-04-04 00:00:00,14,22,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,26.5,19,7.5,22.8,20.7,51,43,47,504,758,0,5.8,1.3,3.6,0.78,0.92,0.9
1721,2025-04-04 00:00:00,14,23,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.49,26.6,18.6,8,22.6,20.7,48,39,43.5,504,757,0,7.6,1.7,4.7,0.71,0.89,0.8
1722,2025-04-04 00:00:00,14,31,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.48,25.2,18.2,7,21.7,22.7,39,45,42,422,614,0,7.3,3.3,5.3,0.7,0.79,0.75
1723,2025-04-04 00:00:00,14,33,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.50,25.3,18.4,6.9,21.9,22.7,39,44,41.5,564,819,0,8.3,3.5,5.9,0.66,0.77,0.7
1724,2025-04-04 00:00:00,14,34,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.49,25.1,18.6,6.5,21.9,22.7,39,44,41.5,365,568,0,6.9,2.8,4.9,0.72,0.82,0.8
1725,2025-04-04 00:00:00,14,7,1724,21.8,4.4,17.4,13.1,1.2,1.2,0,0,0,0,0,0,12.98,0.48,25.3,18.6,6.7,22,22.7,33,42,37.5,0,0,0,8.3,2.5,5.4,0.68,0.84,0.8
1726,2025-04-05 00:00:00,14,6,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.51,25.4,18.7,6.7,22.1,22.7,36,44,40,0,0,0,7.6,3.6,5.6,0.7,0.77,0.7
1727,2025-04-05 00:00:00,14,20,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.53,26.1,18.7,7.4,22.4,20.7,48,44,46,513,684,0,6.3,1.7,4,0.76,0.89,0.8
1728,2025-04-05 00:00:00,14,32,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.49,25.6,18.8,6.8,22.2,22.7,41,44,42.5,477,674,0,7,3.7,5.4,0.72,0.77,0.7
1729,2025-04-05 00:00:00,14,2+3,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.55,26.9,18.7,8.2,22.8,0,42,35,38.5,0,0,0,13.7,2.7,8.2,0.5,0.83,0.7
1730,2025-04-05 00:00:00,14,4,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.55,26.8,18.8,8,22.8,0,41,33,37,0,0,0,13.1,2.5,7.8,0.52,0.85,0.7
1731,2025-04-05 00:00:00,14,5,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.55,27.1,18.9,8.2,23,0,41,32,36.5,0,0,0,14.9,4.2,9.6,0.46,0.74,0.6
1732,2025-04-05 00:00:00,14,19,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.53,25.7,18.5,7.2,22.1,20.7,46,40,43,514,684,0,7.4,1.7,4.6,0.71,0.89,0.8
1733,2025-04-05 00:00:00,14,21,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.53,25.9,18.8,7.1,22.4,20.7,49,43,46,513,684,0,4.7,1.4,3.1,0.82,0.92,0.9
1734,2025-04-05 00:00:00,14,22,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.53,26.1,18.8,7.3,22.5,20.7,49,44,46.5,513,683,0,5.4,1.4,3.4,0.79,0.91,0.9
1735,2025-04-05 00:00:00,14,23,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.51,25.9,18.7,7.2,22.3,20.7,46,40,43,513,684,0,6.4,1.2,3.8,0.75,0.92,0.8
1736,2025-04-05 00:00:00,14,31,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.49,25.5,18.6,6.9,22.1,22.7,41,45,43,401,574,0,7.3,3.7,5.5,0.71,0.76,0.74
1737,2025-04-05 00:00:00,14,33,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.50,25.5,19,6.5,22.3,22.7,41,44,42.5,546,776,0,8.7,4.5,6.6,0.65,0.72,0.7
1738,2025-04-05 00:00:00,14,34,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.49,25,17.2,7.8,21.1,22.7,40,45,42.5,356,524,0,6.9,3.5,5.2,0.72,0.78,0.8
1739,2025-04-05 00:00:00,14,7,1710,22.2,4.9,17.3,13.6,2,2,0,0,0,0,0,0,13.05,0.51,25.4,18.8,6.6,22.1,22.7,35,43,39,0,0,0,8.6,2.7,5.7,0.67,0.83,0.8
1740,2025-04-06 00:00:00,14,6,1861,10.7,0,10.7,5.4,2.9,2.9,0,0,0,0,0,0,13.10,0.56,24.7,16.9,7.8,20.8,22.7,38,45,41.5,0,0,0,5.9,2.9,4.4,0.75,0.80,0.8
1741,2025-04-06 00:00:00,14,20,1861,10.7,0,10.7,5.4,2.9,2.9,0,0,0,0,0,0,13.10,0.57,25.3,17.6,7.7,21.5,20.9,49,49,49,490,740,0,4.7,1.7,3.2,0.81,0.89,0.9
1742,2025-04-06 00:00:00,14,32,1861,10.7,0,10.7,5.4,2.9,2.9,0,0,0,0,0,0,13.10,0.57,25.2,17.4,7.8,21.3,22.7,43,47,45,404,724,0,5.8,2.7,4.3,0.76,0.82,0.8
1743,2025-04-06 00:00:00,14,2+3,1861,10.7,0,10.7,5.4,2.9,2.9,0,0,0,0,0,0,13.10,0.58,25.9,17.3,8.6,21.6,0,46,40,43,0,0,0,12.2,4,8.1,0.52,0.74,0.6
