klima_id,datum,woche,haus,aussen_strahlungssumme_j_cm2,aussen_tagestemperatur_c,aussen_nachttemperatur_c,aussen_dif_c,aussen_durchschnittstemp_c,aussen_windschnellheit_m_s,aussen_windschnellheit_nacht_m_s,aussen_feuchtigkeit_tag_proz,aussen_fd_tag_g_m3,aussen_feuchtigkeit_nacht_proz,aussen_fd_nacht_g_m3,aussen_fd_durchschnitt_g_m3,aussen_feuchtigkeit_durchschnitt_proz,aussen_tageslaenge_uhr,schirm_energieschirm_proz,gh_gem_tag_c,gh_gem_nacht_c,gh_gem_dif,gh_gem_tagesdurchschnitt_c,gh_ber_taeg_temp,rohr_temp_tag_c,rohr_temp_nacht_c,rohr_temp_tagesdurchschnitt_c,co2_tag_ppm,co2_nacht_ppm,co2_einspeisung_kg_ha,feucht_fd_tag_g_m3_2,feucht_fd_nacht_g_m3_2,feucht_fd_durchschnitt_g_m3_2,feucht_rf_tag_proz,feucht_rf_nacht_proz,feucht_rfdurchschnitt_proz
1312,2025-02-28 00:00:00,9,6,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.89,16.8,15,1.8,15.9,19.3,30,35,32.5,0,0,0,1.4,0.9,1.2,0.9,0.93,0.915
1313,2025-02-28 00:00:00,9,7,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.84,17.1,14.8,2.3,16,19.3,29,34,31.5,0,0,0,2.4,1.5,2,0.84,0.88,0.86
1314,2025-02-28 00:00:00,9,31,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.97,15,15.2,-0.2,15.1,19.3,24,37,30.5,819,1045,0,2.6,3,2.8,0.82,0.78,0.8
1315,2025-02-28 00:00:00,9,32,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.97,15.4,15.3,0.1,15.4,19.3,24,35,29.5,920,1185,0,0.6,0.5,0.6,0.96,0.96,0.96
1316,2025-02-28 00:00:00,9,33,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.97,15.6,15.3,0.3,15.5,19.3,25,34,29.5,969,1218,0,3.2,3,3.1,0.78,0.78,0.78
1317,2025-02-28 00:00:00,9,34,498,6.9,0.4,6.5,3.7,1.5,1.5,0.8,0,0.8,0,0,0.8,11.00,0.97,15,15,0,15,19.3,24,36,30,0,0,0,2.8,2.9,2.9,0.8,0.78,0.79
1318,2025-03-01 00:00:00,9,6,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.75,11.05,0.85,19.1,19.6,-0.5,19.4,19.2,35,51,43,0,0,0,0.8,0.8,0.8,0.95,0.95,0.95
1319,2025-03-01 00:00:00,9,7,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.8,11.05,0.84,19.4,19.6,-0.2,19.5,19.2,37,51,44,0,0,0,1.7,1.7,1.7,0.9,0.9,0.9
1320,2025-03-01 00:00:00,9,31,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.8,11.05,0.86,19.1,19.4,-0.3,19.3,19.2,42,53,47.5,1201,1444,0,3.4,3.9,3.7,0.8,0.76,0.78
1321,2025-03-01 00:00:00,9,32,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.8,11.05,0.86,19.2,19.9,-0.7,19.6,19.2,41,53,47,1392,1627,0,0.6,1,0.8,0.96,0.94,0.95
1322,2025-03-01 00:00:00,9,33,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.8,11.05,0.86,19.3,19.8,-0.5,19.6,19.2,43,52,47.5,1357,1579,0,3.9,5.2,4.6,0.76,0.69,0.725
1323,2025-03-01 00:00:00,9,34,474,5.2,0.1,5.1,2.7,3.4,3.4,0.6,0,0.9,0,0,0.8,11.05,0.86,19.1,19.6,-0.5,19.4,19.2,42,53,47.5,0,0,0,4.3,5.7,5,0.74,0.66,0.7
1324,2025-03-02 00:00:00,9,6,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.73,11.12,0.74,24.8,19.6,5.2,22.2,21.7,42,49,45.5,0,0,0,1,0.6,0.8,0.96,0.96,0.96
1325,2025-03-02 00:00:00,9,7,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.7,12.17,0.74,24.9,19.6,5.3,22.3,21.7,40,49,44.5,0,0,0,3.1,1.4,2.3,0.87,0.92,0.895
1326,2025-03-02 00:00:00,9,31,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.7,11.12,0.79,22.9,19.5,3.4,21.2,21.7,42,53,47.5,787,1106,0,4.9,3.4,4.2,0.76,0.8,0.78
1327,2025-03-02 00:00:00,9,32,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.7,11.12,0.79,23,20,3,21.5,21.7,40,52,46,909,1240,0,1.1,0.8,1,0.95,0.95,0.95
1328,2025-03-02 00:00:00,9,33,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.7,11.12,0.79,23.2,19.9,3.3,21.6,21.7,41,52,46.5,917,1243,0,7.8,5.6,6.7,0.64,0.68,0.66
1329,2025-03-02 00:00:00,9,34,1092,9.8,-2.1,11.9,3.9,1.6,1.6,0.55,0,0.9,0,0,0.7,11.12,0.79,23.2,19.7,3.5,21.5,21.7,41,53,47,0,0,0,8.7,6.1,7.4,0.6,0.64,0.62
1330,2025-03-03 00:00:00,10,6,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.68,11.17,0.62,24.5,20.2,4.3,22.4,22.2,37,51,44,0,0,0,0.9,0.6,0.8,0.96,0.96,0.96
1331,2025-03-03 00:00:00,10,7,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.17,0.62,25.4,20.2,5.2,22.8,22.2,37,51,44,0,0,0,2.2,1.4,1.8,0.91,0.92,0.915
1332,2025-03-03 00:00:00,10,31,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.17,0.66,23.5,19.4,4.1,21.5,22.2,43,52,47.5,759,1146,0,4.3,3.5,3.9,0.81,0.79,0.8
1333,2025-03-03 00:00:00,10,32,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.17,0.66,23.7,19.8,3.9,21.8,22.2,43,51,47,812,1291,0,1,0.2,0.6,0.96,0.99,0.975
1334,2025-03-03 00:00:00,10,33,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.17,0.66,23.7,19.8,3.9,21.8,22.2,44,51,47.5,848,1306,0,7.3,3.7,5.5,0.68,0.78,0.73
1335,2025-03-03 00:00:00,10,34,1221,12.2,-2.1,14.3,5.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.17,0.66,23.8,19.6,4.2,21.7,22.2,45,52,48.5,0,0,0,8.7,3.7,6.2,0.62,0.78,0.7
1336,2025-03-05 00:00:00,10,6,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.68,11.27,0.60,24.4,20.1,4.3,22.3,22,29,49,39,0,0,0,0.9,0.7,0.8,0.96,0.96,0.96
1337,2025-03-05 00:00:00,10,7,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.27,0.60,25.1,20.1,5,22.6,22,31,49,40,0,0,0,2.4,0.8,1.6,0.9,0.95,0.925
1338,2025-03-05 00:00:00,10,31,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.27,0.64,24.7,19.9,4.8,22.3,22,38,50,44,736,1039,0,6.8,3.3,5.1,0.72,0.81,0.765
1339,2025-03-05 00:00:00,10,32,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.27,0.64,24.8,20.1,4.7,22.5,22,33,48,40.5,821,1182,0,0.9,0.2,0.6,0.96,0.99,0.975
1340,2025-03-05 00:00:00,10,33,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.27,0.64,24.9,20.1,4.8,22.5,22,31,48,39.5,865,1212,0,8.1,4.9,6.5,0.66,0.72,0.69
1341,2025-03-05 00:00:00,10,34,1188,13.5,-1.3,14.8,6.1,0.7,0.7,0.5,0,0.85,0,0,0.7,11.27,0.64,24.7,20.1,4.6,22.4,22,34,49,41.5,0,0,0,7.6,4,5.8,0.67,0.77,0.72
1342,2025-03-06 00:00:00,10,6,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.58,11.33,0.66,24.6,20.1,4.5,22.4,22.2,47,48,47.5,0,0,0,2.9,3.2,3.1,0.87,0.82,0.845
1343,2025-03-06 00:00:00,10,7,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.6,11.33,0.66,24.7,20.1,4.6,22.4,22.2,46,48,47,0,0,0,3.8,3.2,3.5,0.84,0.82,0.83
1344,2025-03-06 00:00:00,10,31,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.6,11.33,0.71,25.3,20.1,5.2,22.7,22.2,46,49,47.5,806,1040,0,7.1,4.3,5.7,0.72,0.75,0.735
1345,2025-03-06 00:00:00,10,32,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.6,11.33,0.70,24.4,20.1,4.3,22.3,22.2,44,47,45.5,918,1160,0,4.8,4.5,4.7,0.8,0.74,0.77
1346,2025-03-06 00:00:00,10,33,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.6,11.33,0.70,24.5,20.1,4.4,22.3,22.2,43,48,45.5,945,1195,0,10.4,4.9,7.7,0.55,0.72,0.635
1347,2025-03-06 00:00:00,10,34,1232,14.9,-1.1,16,6.9,0.7,0.7,0.35,0,0.8,0,0,0.6,11.33,0.70,26,20.1,5.9,23.1,22.2,46,48,47,0,0,0,8.8,4.3,6.6,0.66,0.75,0.705
1348,2025-03-07 00:00:00,10,6,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.68,11.38,0.64,24.9,20.2,4.7,22.6,22.2,36.6,46,41.3,0,0,0,4.3,2.4,3.4,0.82,0.86,0.84
1349,2025-03-07 00:00:00,10,7,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.63,25.2,20.2,5,22.7,22.2,34.1,46,40.1,0,0,0,5.8,2.9,4.4,0.75,0.83,0.79
1350,2025-03-07 00:00:00,10,19,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.68,24.1,20,4.1,22.1,20.2,36.5,50,43.3,704,929,0,9.3,5.8,7.6,0.59,0.66,0.625
1351,2025-03-07 00:00:00,10,20,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,45.2,11.38,0.64,24.3,20.1,4.2,22.2,20.2,37,47,42,703,931,0,9.6,4.8,7.2,0.59,0.73,0.66
1352,2025-03-07 00:00:00,10,21,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.63,24.6,20,4.6,22.3,20.2,34.8,46,40.4,704,932,0,9.3,3.7,6.5,0.61,0.79,0.7
1353,2025-03-07 00:00:00,10,22,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,45.2,11.38,0.74,23.8,20.1,3.7,22,20.2,34.5,47,40.8,704,930,0,9.3,4.7,7,0.59,0.73,0.66
1354,2025-03-07 00:00:00,10,31,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.67,25.1,20.1,5,22.6,22.2,35.4,48,41.7,773,1019,0,9.4,4.2,6.8,0.61,0.76,0.685
1355,2025-03-07 00:00:00,10,32,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.67,25.1,20.1,5,22.6,22.2,35,46,40.5,883,1144,0,10.3,4.3,7.3,0.57,0.75,0.66
1356,2025-03-07 00:00:00,10,33,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.67,23.5,20.1,3.4,21.8,22.2,34,47,40.5,909,1166,0,10,5.1,7.6,0.54,0.71,0.625
1357,2025-03-07 00:00:00,10,34,1242,19.1,-0.6,19.7,9.3,0.8,0.8,0.45,0,0.9,0,0,0.7,11.38,0.67,23.9,20.1,3.8,22,22.2,34.5,48,41.3,0,0,0,9.6,4.7,7.2,0.57,0.73,0.65
1358,2025-03-08 00:00:00,10,6,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.43,0.61,24.7,19.7,5,22.2,22.4,40,38,39,0,0,0,5.2,1.6,3.4,0.8,0.89,0.845
1359,2025-03-08 00:00:00,10,7,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.61,25,18.6,6.4,21.8,22.4,39,38,38.5,0,0,0,6.9,2.6,4.8,0.71,0.89,0.8
1360,2025-03-08 00:00:00,10,19,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.65,25.1,20.2,4.9,22.7,20.3,45,47,46,695,1098,0,7.9,3.8,5.9,0.67,0.77,0.72
1361,2025-03-08 00:00:00,10,20,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.61,24.8,20.2,4.6,22.5,20.3,42,43,42.5,695,1083,0,8.2,3.1,5.7,0.64,0.81,0.725
1362,2025-03-08 00:00:00,10,21,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.62,25,20.3,4.7,22.7,20.3,40,44,42,695,1084,0,8.4,2.3,5.4,0.7,0.86,0.78
1363,2025-03-08 00:00:00,10,22,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.62,25,20.3,4.7,22.7,20.3,43,44,43.5,697,1083,0,7.9,2.8,5.4,0.69,0.83,0.76
1364,2025-03-08 00:00:00,10,31,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.64,25.8,18.7,7.1,22.3,22.4,47,41,44,697,995,0,9.4,2.5,6,0.61,0.79,0.7
1365,2025-03-08 00:00:00,10,32,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.64,26.1,19.4,6.7,22.8,22.4,45,40,42.5,791,1118,0,10.7,2.6,6.7,0.55,0.78,0.665
1366,2025-03-08 00:00:00,10,33,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.64,25.9,18.6,7.3,22.3,22.4,41,37,39,872,1174,0,11.2,3.1,7.2,0.55,0.77,0.66
1367,2025-03-08 00:00:00,10,34,1290,17.9,-0.2,18.1,8.9,0.7,0.7,0.4,0,0.8,0,0,0.6,11.40,0.64,25.9,18.6,7.3,22.3,22.4,43,39,41,0,0,0,10.2,2.6,6.4,0.58,0.8,0.69
1368,2025-03-09 00:00:00,10,6,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.62,24.7,18.6,6.1,21.7,22.1,37,35,36,0,0,0,5.2,1.6,3.4,0.78,0.9,0.84
1369,2025-03-09 00:00:00,10,7,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.62,24.8,18.6,6.2,21.7,22.1,36,35,35.5,0,0,0,6.9,2.6,4.8,0.71,0.84,0.775
1370,2025-03-09 00:00:00,10,19,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.67,25.1,20.2,4.9,22.7,20.2,42,43,42.5,748,1098,0,7.9,3.8,5.9,0.67,0.77,0.72
1371,2025-03-09 00:00:00,10,20,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.63,24.8,20.2,4.6,22.5,20.2,38,39,38.5,748,1098,0,8.2,3.1,5.7,0.66,0.82,0.74
1372,2025-03-09 00:00:00,10,21,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.61,25,20.3,4.7,22.7,20.2,43,41,42,748,1099,0,8.4,2.3,5.4,0.66,0.87,0.765
1373,2025-03-09 00:00:00,10,22,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.62,25,20.3,4.7,22.7,20.2,42,40,41,748,1100,0,7.9,2.8,5.4,0.67,0.84,0.755
1374,2025-03-09 00:00:00,10,31,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.65,25.8,18.7,7.1,22.3,22.1,39,36,37.5,703,1011,0,9.4,2.5,6,0.64,0.84,0.74
1375,2025-03-09 00:00:00,10,32,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.65,25.9,18.7,7.2,22.3,22.1,37,34,35.5,796,1139,0,10.7,2.6,6.7,0.59,0.84,0.715
1376,2025-03-09 00:00:00,10,33,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.65,25.8,18.7,7.1,22.3,22.1,35,34,34.5,871,1191,0,11.2,3.1,7.2,0.57,0.8,0.685
1377,2025-03-09 00:00:00,10,34,1193,20.7,1.5,19.2,11.1,0.7,0.7,0.5,0,0.9,0,0,0.7,11.50,0.65,25.7,18.6,7.1,22.2,22.1,36,36,36,0,0,0,10.2,2.6,6.4,0.61,0.83,0.72
1378,2025-03-10 00:00:00,11,6,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.75,11.55,0.69,22.4,16.6,5.8,19.5,19.2,43,37,40,0,0,0,2.7,1.6,2.2,0.87,0.88,0.875
1379,2025-03-10 00:00:00,11,7,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.69,22.5,16.6,5.9,19.6,19.2,42,37,39.5,0,0,0,3.6,2.7,3.2,0.82,0.81,0.815
1380,2025-03-10 00:00:00,11,19,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.73,23.3,19.4,3.9,21.4,19.5,42,44,43,1172,1334,0,3.9,3.8,3.9,0.81,0.76,0.785
1381,2025-03-10 00:00:00,11,20,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.69,23.2,19.5,3.7,21.4,19.5,41,41,41,1169,1336,0,4.4,3.3,3.9,0.79,0.81,0.8
1382,2025-03-10 00:00:00,11,21,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.69,23.2,19.4,3.8,21.3,19.5,43,40,41.5,1169,1336,0,3.7,2.8,3.3,0.83,0.84,0.835
1383,2025-03-10 00:00:00,11,22,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.71,23.1,19.4,3.7,21.3,19.5,40,40,40,1171,1334,0,4.1,3.2,3.7,0.8,0.81,0.805
1384,2025-03-10 00:00:00,11,31,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.72,22.2,16.5,5.7,19.4,19.2,42,42,42,989,741,0,3.8,3.4,3.6,0.81,0.76,0.785
1385,2025-03-10 00:00:00,11,32,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.72,22.3,16.5,5.8,19.4,19.2,39,40,39.5,1366,860,0,3.9,3.7,3.8,0.81,0.74,0.775
1386,2025-03-10 00:00:00,11,33,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.72,22.3,16.5,5.8,19.4,19.2,40,40,40,1380,925,0,4.6,4.1,4.4,0.78,0.71,0.745
1387,2025-03-10 00:00:00,11,34,450,12.5,0.9,11.6,6.7,1.4,1.4,0.65,0,0.85,0,0,0.8,11.55,0.72,22.1,16.5,5.6,19.3,19.2,40,41,40.5,0,0,0,3.9,3.5,3.7,0.81,0.75,0.78
1388,2025-03-11 00:00:00,11,6,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.73,11.62,0.46,23.6,16.8,6.8,20.2,21.3,41,36,38.5,0,0,0,3.9,1.9,2.9,0.83,0.87,0.85
1389,2025-03-11 00:00:00,11,7,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,23.6,16.8,6.8,20.2,21.3,42,36,39,0,0,0,5.3,3.6,4.5,0.76,0.75,0.755
1390,2025-03-11 00:00:00,11,19,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.47,24.7,19.5,5.2,22.1,20,40,38,39,792,1055,0,7.1,3,5.1,0.7,0.82,0.76
1391,2025-03-11 00:00:00,11,20,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,24.5,19.5,5,22,20,40,39,39.5,792,1055,0,6.7,3.1,4.9,0.71,0.82,0.765
1392,2025-03-11 00:00:00,11,21,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,24.6,19.5,5.1,22.1,20,41,40,40.5,792,1055,0,7.1,2.7,4.9,0.7,0.84,0.77
1393,2025-03-11 00:00:00,11,22,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,24.4,19.4,5,21.9,20,39,39,39,792,1055,0,6.7,3.1,4.9,0.71,0.82,0.765
1394,2025-03-11 00:00:00,11,31,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,23.4,17.2,6.2,20.3,21.3,40,42,41,584,707,0,6.1,3.4,4.8,0.73,0.77,0.75
1395,2025-03-11 00:00:00,11,32,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,23.6,17.2,6.4,20.4,21.3,42,36,39,682,915,0,6.9,3,5,0.7,0.8,0.75
1396,2025-03-11 00:00:00,11,33,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,23.6,16.8,6.8,20.2,21.3,43,35,39,746,939,0,7.8,3.7,5.8,0.66,0.75,0.705
1397,2025-03-11 00:00:00,11,34,1001,17.4,1.5,15.9,9.5,0.6,0.6,0.55,0,0.9,0,0,0.7,11.62,0.46,23.6,16.7,6.9,20.2,21.3,42,37,39.5,0,0,0,6.8,3.1,5,0.71,0.79,0.75
1398,2025-03-12 00:00:00,11,6,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.83,11.67,0.89,21.4,17.2,4.2,19.3,18.9,43,34,38.5,0,0,0,2.5,2.4,2.5,0.87,0.84,0.855
1399,2025-03-12 00:00:00,11,7,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.89,21.6,17.5,4.1,19.6,18.9,43,32,37.5,0,0,0,3.7,2.9,3.3,0.8,0.81,0.805
1400,2025-03-12 00:00:00,11,19,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.86,23.1,19,4.1,21.1,19.4,44,34,39,960,1112,0,4.7,2.3,3.5,0.77,0.87,0.82
1401,2025-03-12 00:00:00,11,20,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.81,22.9,19,3.9,21,19.4,45,34,39.5,960,1112,0,4.5,2.3,3.4,0.78,0.87,0.825
1402,2025-03-12 00:00:00,11,21,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.84,22.9,18.9,4,20.9,19.4,45,34,39.5,960,1113,0,4.3,2.2,3.3,0.8,0.88,0.84
1403,2025-03-12 00:00:00,11,22,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.86,22.8,18.9,3.9,20.9,19.4,44,34,39,961,1112,0,4.5,2.4,3.5,0.78,0.86,0.82
1404,2025-03-12 00:00:00,11,31,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.76,20.9,16.8,4.1,18.9,18.9,49,35,42,555,847,0,4.1,2.6,3.4,0.78,0.82,0.8
1405,2025-03-12 00:00:00,11,32,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.78,21.2,17.1,4.1,19.2,18.9,43,34,38.5,817,1007,0,3.8,2.6,3.2,0.8,0.82,0.81
1406,2025-03-12 00:00:00,11,33,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.78,21.2,17.1,4.1,19.2,18.9,43,33,38,912,1139,0,4.3,3.1,3.7,0.77,0.79,0.78
1407,2025-03-12 00:00:00,11,34,392,10,4.3,5.7,7.2,1.1,1.1,0.9,0,0.75,0,0,0.8,11.67,0.78,21,16.6,4.4,18.8,18.9,42,33,37.5,0,0,0,3.6,2.3,3,0.81,0.84,0.825
1408,2025-03-13 00:00:00,11,6,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.88,21.5,14.7,6.8,18.1,18.8,48,24,36,0,0,0,3.4,1.4,2.4,0.82,0.89,0.855
1409,2025-03-13 00:00:00,11,7,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.88,21.8,14.4,7.4,18.1,18.8,46,25,35.5,0,0,0,4.5,2.1,3.3,0.77,0.84,0.805
1410,2025-03-13 00:00:00,11,19,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.98,22.4,17.7,4.7,20.1,19.4,42,33,37.5,1034,1172,0,3.8,2.1,3,0.81,0.86,0.835
1411,2025-03-13 00:00:00,11,20,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.94,22.4,17.7,4.7,20.1,19.4,42,33,37.5,1035,1171,0,3.6,1.9,2.8,0.82,0.88,0.85
1412,2025-03-13 00:00:00,11,21,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.94,22.5,17.8,4.7,20.2,19.4,43,35,39,1033,1172,0,3.8,1.5,2.7,0.81,0.9,0.855
1413,2025-03-13 00:00:00,11,22,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.94,22.3,17.8,4.5,20.1,19.4,43,32,37.5,1033,1172,0,4.2,2,3.1,0.79,0.87,0.83
1414,2025-03-13 00:00:00,11,31,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.86,20.6,16.9,3.7,18.8,18.8,46,36,41,1057,806,0,3.5,2.7,3.1,0.81,0.82,0.815
1415,2025-03-13 00:00:00,11,32,358,8.4,2.2,6.2,5.3,2.2,2.2,0.8,0,1,0,0,0.9,11.73,0.86,21.2,16.8,4.4,19,18.8,46,34,40,1204,928,0,3.8,2.4,3.1,0.8,0.83,0.815
