produktion_id,pflanze_id,datum,woche,blueten_pro_staengel,bluetezeit_truss_woche,gesetzte_fruechte_pro_staengel,fruchtansatz_x_m2,truss_nr_ernte_fruechte_obere_truss,truss_nr_gesetzte_fruechte_obere_truss,geernteten_fruechte_auf_der_oberen_truss,geernteten_fruechte_auf_der_oberen_truss_minus1,geernteten_fruechte_auf_der_oberen_truss_minus2,geernteten_fruechte_auf_der_oberen_truss_minus3,geernteten_fruechte_auf_der_oberen_truss_minus4,geernteten_fruechte_auf_der_oberen_truss_minus5,geernteten_fruechte_pro_staengel,produktion_x_m2,erntegeschwindigkeit_fruchte_wochef_wochei,erntegeschwindigkeit_truss_woche,fruchtzeit,truss_nr_bluehende_obere_truss,blueten_auf_der_oberen_truss,blueten_auf_der_oberen_truss_minus1,blueten_auf_der_oberen_truss_minus2,blueten_auf_der_oberen_truss_minus3,blueten_auf_der_oberen_truss_minus4,blueten_auf_der_oberen_truss_minus5,gesetzten_fruechte_auf_der_oberen_truss,gesetzten_fruechte_auf_der_oberen_truss_minus1,gesetzten_fruechte_auf_der_oberen_truss_minus2,gesetzten_fruechte_auf_der_oberen_truss_minus3,gesetzten_fruechte_auf_der_oberen_truss_minus4,gesetzten_fruechte_auf_der_oberen_truss_minus5,pflanze_nr
1089,55,2025-05-24 00:00:00,21,3,,36,36,3,9,6,6,7,0,0,0,19,47.5,1.583333333,,0.401515152,11,1,2,0,0,0,0,6,6,6,6,6,6,1
1090,55,2025-05-24 00:00:00,21,2,,35,35,2,9,6,7,0,0,0,0,13,32.5,1.083333333,,-0.098484848,10,2,0,0,0,0,0,5,6,6,6,6,6,2
1091,55,2025-05-24 00:00:00,21,2,,33,33,0,6,0,0,0,0,0,0,0,0,0,,0,7,2,0,0,0,0,0,4,5,6,6,6,6,3
1092,57,2025-05-30 00:00:00,22,5,,73,146,7,13,2,5,12,13,15,16,63,289.8,4.846153846,,-0.653846154,14,2,2,1,0,0,0,3,8,14,13,13,22,1
1093,57,2025-05-30 00:00:00,22,7,,66,132,6,13,8,11,11,13,18,13,74,340.4,5.692307692,,0.858974359,14,3,2,2,0,0,0,2,6,10,17,15,16,2
1094,46,2025-05-30 00:00:00,22,4,,73,146,6,12,4,8,12,14,14,11,63,289.8,4.846153846,,1.262820513,13,2,2,0,0,0,0,5,9,25,12,15,7,1
1095,46,2025-05-30 00:00:00,22,3,,68,136,7,12,2,12,9,17,9,25,74,340.4,5.692307692,,-0.057692308,13,3,0,0,0,0,0,7,8,9,12,12,20,2
1096,56,2025-05-30 00:00:00,22,11,,47,94,4,8,1,12,8,8,0,0,29,133.4,2.230769231,,0.564102564,10,4,7,0,0,0,0,5,5,3,17,13,4,1
1097,56,2025-05-30 00:00:00,22,13,,72,144,4,9,5,9,33,12,0,0,59,271.4,4.538461538,,0.538461538,11,2,6,5,0,0,0,6,7,20,9,23,7,2
1098,49,2025-05-30 00:00:00,22,13,,82,164,4,10,4,11,10,8,0,0,33,151.8,2.538461538,,0.121794872,11,5,5,3,0,0,0,2,16,18,13,14,19,1
1099,49,2025-05-30 00:00:00,22,4,,91,182,4,9,7,19,20,17,0,0,63,289.8,4.846153846,,-0.237179487,11,2,2,0,0,0,0,9,12,16,21,24,9,2
1100,40,2025-05-30 00:00:00,22,13,,62,124,5,11,7,11,17,13,9,0,57,262.2,4.384615385,,0.551282051,12,3,6,4,0,0,0,3,8,12,14,13,12,1
1101,40,2025-05-30 00:00:00,22,11,,89,178,5,11,8,13,22,14,28,0,85,391,6.538461538,,1.621794872,12,7,4,0,0,0,0,2,9,29,12,25,12,2
1102,54,2025-05-30 00:00:00,22,11,,126,252,4,9,11,9,7,13,0,0,40,184,3.076923077,,0.66025641,11,3,3,5,0,0,0,18,27,20,22,24,15,1
1103,54,2025-05-30 00:00:00,22,3,,109,218,4,10,10,14,16,11,0,0,51,234.6,3.923076923,,1.256410256,11,1,2,0,0,0,0,3,12,20,31,17,26,2
1104,39,2025-05-30 00:00:00,22,5,,129,258,5,10,8,9,18,12,18,0,65,299,5,,0.416666667,11,4,0,1,0,0,0,9,21,30,14,33,22,1
1105,39,2025-05-30 00:00:00,22,7,,99,198,5,10,4,8,16,7,12,0,47,216.2,3.615384615,,-0.134615385,11,1,3,3,0,0,0,2,9,25,20,24,19,2
1106,35,2025-05-31 00:00:00,22,4,,62,124,4,10,5,6,8,14,0,0,33,151.8,2.538461538,,0.288461538,11,2,2,0,0,0,0,3,9,10,12,8,20,1
1107,35,2025-05-31 00:00:00,22,4,,86,172,5,10,2,6,11,11,20,0,50,230,3.846153846,,-0.070512821,11,3,0,1,0,0,0,4,10,9,21,21,21,2
1108,36,2025-05-31 00:00:00,22,1,,34,34,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,-0.121794872,11,1,0,0,0,0,0,4,6,6,6,6,6,1
1109,36,2025-05-31 00:00:00,22,1,,34,34,3,11,6,6,7,0,0,0,19,47.5,1.461538462,,-0.121794872,12,1,0,0,0,0,0,4,6,6,6,6,6,2
1110,36,2025-05-31 00:00:00,22,3,,36,36,4,10,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,12,2,1,0,0,0,0,6,6,6,6,6,6,3
1111,51,2025-05-31 00:00:00,22,2,,32,32,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,2,0,0,0,0,0,2,6,6,6,6,6,1
1112,51,2025-05-31 00:00:00,22,1,,36,36,4,10,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,12,1,0,0,0,0,0,6,6,6,6,6,6,2
1113,51,2025-05-31 00:00:00,22,2,,36,36,4,10,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,12,2,0,0,0,0,0,6,6,6,6,6,6,3
1114,42,2025-05-31 00:00:00,22,2,,32,32,4,11,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,12,2,0,0,0,0,0,2,6,6,6,6,6,1
1115,42,2025-05-31 00:00:00,22,2,,36,36,4,11,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,13,2,0,0,0,0,0,6,6,6,6,6,6,2
1116,42,2025-05-31 00:00:00,22,2,,36,36,4,10,6,6,6,7,0,0,25,62.5,1.923076923,,0.33974359,12,2,0,0,0,0,0,6,6,6,6,6,6,3
1117,53,2025-05-31 00:00:00,22,2,,31,31,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,2,0,0,0,0,0,3,4,6,6,6,6,1
1118,53,2025-05-31 00:00:00,22,4,,30,30,3,9,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,2,2,0,0,0,0,3,5,6,4,6,6,2
1119,53,2025-05-31 00:00:00,22,3,,29,29,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,3,0,0,0,0,0,3,5,3,6,6,6,3
1120,55,2025-05-31 00:00:00,22,4,,34,34,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,-0.121794872,12,2,2,0,0,0,0,4,6,6,6,6,6,1
1121,55,2025-05-31 00:00:00,22,2,,33,33,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,1,1,0,0,0,0,3,6,6,6,6,6,2
1122,55,2025-05-31 00:00:00,22,2,,31,31,1,7,7,0,0,0,0,0,7,17.5,0.538461538,,0.538461538,8,2,0,0,0,0,0,3,6,5,6,6,5,3
1123,37,2025-05-31 00:00:00,22,4,,34,34,2,9,6,7,0,0,0,0,13,32.5,1,,0.416666667,11,2,2,0,0,0,0,4,6,6,6,6,6,1
1124,37,2025-05-31 00:00:00,22,2,,34,34,2,9,6,7,0,0,0,0,13,32.5,1,,0.416666667,11,2,0,0,0,0,0,5,5,6,6,6,6,2
1125,37,2025-05-31 00:00:00,22,2,,33,33,2,10,6,7,0,0,0,0,13,32.5,1,,-0.083333333,11,2,0,0,0,0,0,3,6,6,6,6,6,3
1126,52,2025-05-31 00:00:00,22,3,,33,33,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,12,1,2,0,0,0,0,4,5,6,6,6,6,1
1127,52,2025-05-31 00:00:00,22,2,,34,34,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,12,2,0,0,0,0,0,6,6,6,5,5,6,2
1128,52,2025-05-31 00:00:00,22,3,,27,27,3,10,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,11,2,1,0,0,0,0,2,3,6,5,5,6,3
1129,43,2025-05-31 00:00:00,22,1,,30,30,2,10,6,7,0,0,0,0,13,32.5,1,,-0.083333333,11,1,0,0,0,0,0,2,5,5,6,6,6,1
1130,43,2025-05-31 00:00:00,22,4,,31,31,3,9,6,6,7,0,0,0,19,47.5,1.461538462,,0.378205128,10,3,1,0,0,0,0,3,4,6,6,6,6,2
1131,43,2025-05-31 00:00:00,22,2,,31,31,2,9,6,7,0,0,0,0,13,32.5,1,,0.416666667,10,2,0,0,0,0,0,3,5,5,6,6,6,3
1132,57,2025-06-06 00:00:00,23,3,,63,126,8,14,7,10,10,16,15,15,73,335.8,5.214285714,,0.368131868,15,2,1,0,0,0,0,5,8,11,13,14,12,1
1133,57,2025-06-06 00:00:00,23,3,,67,134,8,14,5,9,12,15,13,13,67,308.2,4.785714286,,-0.906593407,15,2,1,0,0,0,0,3,8,10,12,19,15,2
1134,46,2025-06-06 00:00:00,23,5,,87,174,8,13,1,7,12,12,14,15,61,280.6,4.357142857,,-0.489010989,14,4,1,0,0,0,0,8,11,12,29,13,14,1
1135,46,2025-06-06 00:00:00,23,2,,61,122,8,13,4,16,19,10,17,9,75,345,5.357142857,,-0.335164835,14,2,0,0,0,0,0,11,13,8,9,12,8,2
1136,56,2025-06-06 00:00:00,23,6,,34,68,5,9,6,9,12,8,8,0,43,197.8,3.071428571,,0.840659341,11,3,2,1,0,0,0,7,6,5,3,9,4,1
1137,56,2025-06-06 00:00:00,23,12,,71,142,5,10,7,11,12,11,12,0,53,243.8,3.785714286,,-0.752747253,12,2,4,4,1,1,0,6,14,9,19,8,15,2
1138,49,2025-06-06 00:00:00,23,19,,85,170,6,11,2,11,13,11,9,8,54,248.4,3.857142857,,1.318681319,12,4,6,4,5,0,0,2,13,25,20,13,12,1
1139,49,2025-06-06 00:00:00,23,9,,83,166,6,10,2,13,12,23,21,17,88,404.8,6.285714286,,1.43956044,12,2,5,2,0,0,0,8,17,12,16,19,11,2
1140,40,2025-06-06 00:00:00,23,13,,78,156,6,11,6,22,11,17,13,9,78,358.8,5.571428571,,1.186813187,13,5,3,3,2,0,0,10,21,12,16,13,6,1
1141,40,2025-06-06 00:00:00,23,17,,86,172,7,12,2,10,17,13,25,14,81,372.6,5.785714286,,-0.752747253,14,1,6,7,3,0,0,3,14,10,36,11,12,2
1142,54,2025-06-06 00:00:00,23,12,,119,238,5,10,9,22,8,7,13,0,59,271.4,4.214285714,,1.137362637,12,3,8,1,0,0,0,11,23,31,21,21,12,1
1143,54,2025-06-06 00:00:00,23,9,,112,224,5,10,8,19,21,17,12,0,77,354.2,5.5,,1.576923077,12,6,3,0,0,0,0,8,19,20,31,17,17,2
1144,39,2025-06-06 00:00:00,23,3,,113,226,6,11,7,23,9,20,12,17,88,404.8,6.285714286,,1.285714286,12,2,1,0,0,0,0,6,15,22,31,14,25,1
1145,39,2025-06-06 00:00:00,23,3,,102,204,6,10,5,16,12,17,7,12,69,317.4,4.928571429,,1.313186813,11,3,0,0,0,0,0,11,20,26,20,19,6,2
1146,35,2025-06-07 00:00:00,23,5,,52,104,6,11,1,6,10,6,7,14,44,202.4,3.142857143,,0.604395604,13,1,4,0,0,0,0,4,10,10,10,12,6,1
1147,35,2025-06-07 00:00:00,23,5,,69,138,6,11,4,13,11,13,11,8,60,276,4.285714286,,0.43956044,12,5,0,0,0,0,0,4,8,11,8,21,17,2
1148,36,2025-06-07 00:00:00,23,1,,33,33,5,11,6,6,6,6,7,0,31,77.5,2.214285714,,0.752747253,12,1,0,0,0,0,0,3,6,6,6,6,6,1
1149,36,2025-06-07 00:00:00,23,2,,34,34,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.752747253,13,2,0,0,0,0,0,4,6,6,6,6,6,2
1150,36,2025-06-07 00:00:00,23,3,,32,32,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.291208791,13,3,0,0,0,0,0,2,6,6,6,6,6,3
1151,51,2025-06-07 00:00:00,23,1,,34,34,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,12,1,0,0,0,0,0,4,6,6,6,6,6,1
1152,51,2025-06-07 00:00:00,23,1,,34,34,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.291208791,13,1,0,0,0,0,0,4,6,6,6,6,6,2
1153,51,2025-06-07 00:00:00,23,2,,34,34,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.291208791,13,2,0,0,0,0,0,4,6,6,6,6,6,3
1154,42,2025-06-07 00:00:00,23,1,,32,32,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.291208791,13,1,0,0,0,0,0,2,6,6,6,6,6,1
1155,42,2025-06-07 00:00:00,23,2,,36,36,6,12,6,6,6,6,6,7,37,92.5,2.642857143,,0.71978022,13,2,0,0,0,0,0,6,6,6,6,6,6,2
1156,42,2025-06-07 00:00:00,23,3,,33,33,5,12,6,6,6,6,7,0,31,77.5,2.214285714,,0.291208791,13,2,1,0,0,0,0,3,6,6,6,6,6,3
1157,53,2025-06-07 00:00:00,23,3,,31,31,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,12,3,0,0,0,0,0,3,6,5,5,6,6,1
1158,53,2025-06-07 00:00:00,23,3,,29,29,4,10,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,12,1,2,0,0,0,0,4,4,5,6,4,6,2
1159,53,2025-06-07 00:00:00,23,1,,31,31,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,12,1,0,0,0,0,0,4,6,6,3,6,6,3
1160,55,2025-06-07 00:00:00,23,5,,35,35,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,13,3,2,0,0,0,0,5,6,6,6,6,6,1
1161,55,2025-06-07 00:00:00,23,1,,32,32,5,11,6,6,6,6,7,0,31,77.5,2.214285714,,0.752747253,12,1,0,0,0,0,0,4,5,6,5,6,6,2
1162,55,2025-06-07 00:00:00,23,1,,35,35,2,8,6,7,0,0,0,0,13,32.5,0.928571429,,0.39010989,9,1,0,0,0,0,0,5,6,6,6,6,6,3
1163,37,2025-06-07 00:00:00,23,4,,34,34,3,10,6,6,7,0,0,0,19,47.5,1.357142857,,0.357142857,12,2,2,0,0,0,0,5,6,5,6,6,6,1
1164,37,2025-06-07 00:00:00,23,4,,35,35,3,10,6,6,7,0,0,0,19,47.5,1.357142857,,0.357142857,12,3,1,0,0,0,0,6,6,5,6,6,6,2
1165,37,2025-06-07 00:00:00,23,2,,33,33,3,11,6,6,7,0,0,0,19,47.5,1.357142857,,0.357142857,12,2,0,0,0,0,0,5,6,6,4,6,6,3
1166,52,2025-06-07 00:00:00,23,1,,32,32,4,12,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,13,1,0,0,0,0,0,2,6,6,6,6,6,1
1167,52,2025-06-07 00:00:00,23,2,,33,33,4,12,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,13,2,0,0,0,0,0,3,6,6,6,6,6,2
1168,52,2025-06-07 00:00:00,23,1,,31,31,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,12,1,0,0,0,0,0,3,4,6,6,6,6,3
1169,43,2025-06-07 00:00:00,23,3,,32,32,4,11,6,6,6,7,0,0,25,62.5,1.785714286,,0.785714286,12,2,1,0,0,0,0,2,6,6,6,6,6,1
1170,43,2025-06-07 00:00:00,23,3,,33,33,4,10,6,6,6,7,0,0,25,62.5,1.785714286,,0.324175824,11,3,0,0,0,0,0,3,6,6,6,6,6,2
1171,43,2025-06-07 00:00:00,23,2,,34,34,3,10,6,6,7,0,0,0,19,47.5,1.357142857,,0.357142857,11,2,0,0,0,0,0,4,6,6,6,6,6,3
1172,57,2025-06-13 00:00:00,24,6,,56,112,10,16,1,5,11,18,13,16,64,294.4,4.266666667,,-0.947619048,17,3,2,1,0,0,0,2,7,10,11,13,13,1
1173,57,2025-06-13 00:00:00,24,5,,74,148,9,15,5,11,14,17,17,13,77,354.2,5.133333333,,0.347619048,17,1,2,1,1,0,0,7,10,12,13,13,19,2
1174,46,2025-06-13 00:00:00,24,9,,85,170,9,14,4,7,7,16,13,14,61,280.6,4.066666667,,-0.29047619,16,1,4,4,0,0,0,8,12,13,12,31,9,1
1175,46,2025-06-13 00:00:00,24,5,,53,106,10,14,1,7,10,22,19,8,67,308.2,4.466666667,,-0.89047619,15,3,2,0,0,0,0,4,15,13,8,8,5,2
1176,56,2025-06-13 00:00:00,24,4,,27,54,6,10,4,15,8,11,8,8,54,248.4,3.6,,0.528571429,12,2,2,0,0,0,0,6,10,6,5,0,0,1
1177,56,2025-06-13 00:00:00,24,10,,64,128,6,11,8,17,13,13,11,12,74,340.4,4.933333333,,1.147619048,13,2,5,3,0,0,0,7,9,16,11,20,1,2
1178,40,2025-06-13 00:00:00,24,10,,88,176,8,13,1,9,11,27,1,17,66,303.6,4.4,,-1.171428571,14,4,5,1,0,0,0,5,9,21,26,12,15,1
1179,40,2025-06-13 00:00:00,24,13,,82,164,8,13,4,6,27,20,13,25,95,437,6.333333333,,0.547619048,15,2,5,3,3,0,0,6,6,16,10,37,7,2
1180,49,2025-06-13 00:00:00,24,13,,94,188,7,12,2,9,12,13,11,9,56,257.6,3.733333333,,-0.123809524,13,4,4,4,1,0,0,4,12,22,25,20,11,1
1181,49,2025-06-13 00:00:00,24,11,,70,140,6,11,11,17,12,24,22,17,103,473.8,6.866666667,,0.580952381,13,2,4,5,0,0,0,7,11,17,12,16,7,2
1182,39,2025-06-13 00:00:00,24,7,,97,194,7,12,9,20,28,9,19,12,97,446.2,6.466666667,,0.180952381,13,4,3,0,0,0,0,6,18,15,21,32,5,1
1183,39,2025-06-13 00:00:00,24,5,,106,212,7,11,4,16,23,13,17,7,80,368,5.333333333,,0.404761905,12,5,0,0,0,0,0,13,20,21,27,17,8,2
1184,54,2025-06-13 00:00:00,24,6,,106,212,7,12,6,16,18,25,8,7,80,368,5.333333333,,1.119047619,13,3,3,0,0,0,0,3,12,20,26,31,14,1
1185,54,2025-06-13 00:00:00,24,4,,92,184,7,12,2,8,20,20,22,17,89,409.4,5.933333333,,0.433333333,13,2,2,0,0,0,0,4,8,11,19,20,30,2
1186,35,2025-06-14 00:00:00,24,4,,57,114,7,12,2,6,19,11,6,6,50,230,3.333333333,,0.19047619,14,1,3,0,0,0,0,6,9,12,10,10,10,1
1187,35,2025-06-14 00:00:00,24,5,,60,120,7,12,6,15,21,12,13,11,78,358.8,5.2,,0.914285714,13,3,2,0,0,0,0,9,8,8,12,8,15,2
1188,36,2025-06-14 00:00:00,24,3,,33,33,5,12,6,6,6,6,7,0,31,77.5,2.066666667,,-0.147619048,13,3,0,0,0,0,0,3,6,6,6,6,6,1
1189,36,2025-06-14 00:00:00,24,2,,36,36,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,14,2,0,0,0,0,0,6,6,6,6,6,6,2
1190,36,2025-06-14 00:00:00,24,3,,33,33,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,14,3,0,0,0,0,0,3,6,6,6,6,6,3
1191,51,2025-06-14 00:00:00,24,2,,34,34,6,12,6,6,6,6,6,7,37,92.5,2.466666667,,0.680952381,13,2,0,0,0,0,0,4,6,6,6,6,6,1
1192,51,2025-06-14 00:00:00,24,2,,36,36,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,14,2,0,0,0,0,0,6,6,6,6,6,6,2
1193,51,2025-06-14 00:00:00,24,2,,34,34,7,13,6,6,6,6,6,6,36,90,2.4,,0.185714286,14,2,0,0,0,0,0,4,6,6,6,6,6,3
1194,42,2025-06-14 00:00:00,24,3,,34,34,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,14,3,0,0,0,0,0,4,6,6,6,6,6,1
1195,42,2025-06-14 00:00:00,24,3,,34,34,7,14,6,6,6,6,6,6,36,90,2.4,,-0.242857143,15,3,0,0,0,0,0,4,6,6,6,6,6,2
1196,42,2025-06-14 00:00:00,24,313,,36,36,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,14,313,0,0,0,0,0,6,6,6,6,6,6,3
1197,53,2025-06-14 00:00:00,24,2,,33,33,5,12,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,13,2,0,0,0,0,0,4,5,6,6,6,6,1
1198,53,2025-06-14 00:00:00,24,2,,34,34,5,11,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,13,1,1,0,0,0,0,4,6,6,6,6,6,2
1199,53,2025-06-14 00:00:00,24,3,,35,35,5,12,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,13,3,0,0,0,0,0,5,6,6,6,6,6,3
1200,55,2025-06-14 00:00:00,24,3,,32,32,6,13,6,6,6,6,6,7,37,92.5,2.466666667,,0.680952381,14,2,1,0,0,0,0,2,6,6,6,6,6,1
1201,55,2025-06-14 00:00:00,24,2,,32,32,6,12,6,6,6,6,6,7,37,92.5,2.466666667,,0.252380952,13,2,0,0,0,0,0,4,5,6,6,5,6,2
1202,55,2025-06-14 00:00:00,24,1,,33,33,3,9,6,6,7,0,0,0,19,47.5,1.266666667,,0.338095238,10,1,0,0,0,0,0,4,5,6,6,6,6,3
1203,37,2025-06-14 00:00:00,24,3,,36,36,4,12,6,6,6,7,0,0,25,62.5,1.666666667,,0.30952381,13,1,2,0,0,0,0,6,6,6,6,6,6,1
1204,37,2025-06-14 00:00:00,24,3,,32,32,4,12,6,6,7,0,0,0,19,47.5,1.266666667,,-0.09047619,13,2,1,0,0,0,0,2,6,6,6,6,6,2
1205,37,2025-06-14 00:00:00,24,3,,36,36,4,12,6,6,6,7,0,0,25,62.5,1.666666667,,0.30952381,13,3,0,0,0,0,0,6,6,6,6,6,6,3
1206,52,2025-06-14 00:00:00,24,3,,34,34,5,13,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,14,3,0,0,0,0,0,4,6,6,6,6,6,1
1207,52,2025-06-14 00:00:00,24,3,,34,34,5,13,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,14,3,0,0,0,0,0,4,6,6,6,6,6,2
1208,52,2025-06-14 00:00:00,24,2,,33,33,5,12,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,13,2,0,0,0,0,0,4,5,6,6,6,6,3
1209,43,2025-06-14 00:00:00,24,3,,34,34,5,12,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,13,3,0,0,0,0,0,4,6,6,6,6,6,1
1210,43,2025-06-14 00:00:00,24,3,,34,34,5,11,6,6,6,6,7,0,31,77.5,2.066666667,,0.280952381,12,3,0,0,0,0,0,4,6,6,6,6,6,2
1211,43,2025-06-14 00:00:00,24,1,,33,33,4,11,6,6,6,7,0,0,25,62.5,1.666666667,,0.30952381,12,1,0,0,0,0,0,3,6,6,6,6,6,3
1212,57,2025-06-20 00:00:00,25,8,,59,118,11,17,4,9,12,15,22,13,75,345,4.6875,,0.420833333,19,1,3,3,1,0,0,3,8,11,12,11,14,1
1213,57,2025-06-20 00:00:00,25,8,,56,112,11,17,2,9,12,16,17,17,73,335.8,4.5625,,-0.570833333,18,4,2,2,0,0,0,2,6,11,12,12,13,2
1214,46,2025-06-20 00:00:00,25,11,,69,138,10,16,7,8,12,7,17,14,65,299,4.0625,,-0.004166667,18,1,3,3,3,1,0,3,11,17,13,13,12,1
1215,46,2025-06-20 00:00:00,25,9,,47,94,11,15,4,8,11,12,22,22,79,363.4,4.9375,,0.470833333,17,3,4,2,0,0,0,5,8,15,14,4,1,2
1216,56,2025-06-20 00:00:00,25,3,,35,70,7,11,3,1,17,6,11,7,45,207,2.8125,,-0.7875,13,1,2,0,0,0,0,4,8,15,6,2,0,1
1217,56,2025-06-20 00:00:00,25,10,,54,108,8,12,3,12,8,18,12,11,64,294.4,4,,-0.933333333,14,3,4,3,0,0,0,7,9,18,11,8,1,2
1218,40,2025-06-20 00:00:00,25,16,,85,170,9,14,3,8,13,12,29,11,76,349.6,4.75,,0.35,15,4,6,6,0,0,0,3,13,11,23,27,8,1
1219,40,2025-06-20 00:00:00,25,22,,86,172,9,14,7,10,27,20,13,25,102,469.2,6.375,,0.041666667,16,6,6,6,3,1,0,4,13,12,18,10,29,2
1220,49,2025-06-20 00:00:00,25,11,,94,188,8,13,5,11,12,17,16,11,72,331.2,4.5,,0.766666667,14,5,4,2,0,0,0,4,14,13,21,27,15,1
1221,54,2025-06-20 00:00:00,25,4,,109,218,8,13,5,12,5,19,17,25,83,381.8,5.1875,,-0.145833333,14,3,1,0,0,0,0,3,13,22,20,26,25,1
1222,54,2025-06-20 00:00:00,25,8,,98,196,9,14,1,13,16,15,20,11,76,349.6,4.75,,-1.183333333,15,2,5,1,0,0,0,5,15,19,18,23,18,2
1223,49,2025-06-20 00:00:00,25,11,,63,126,8,12,4,6,17,23,14,24,88,404.8,5.5,,-1.366666667,14,5,4,2,0,0,0,8,12,11,17,8,7,2
1224,39,2025-06-21 00:00:00,25,4,,106,212,8,13,8,12,24,31,8,19,102,469.2,6.375,,-0.091666667,14,4,0,0,0,0,0,10,17,19,15,22,23,1
1225,39,2025-06-21 00:00:00,25,4,,100,200,8,12,5,11,21,22,11,17,87,400.2,5.4375,,0.104166667,13,4,0,0,0,0,0,11,17,20,20,22,10,2
1226,35,2025-06-21 00:00:00,25,8,,51,102,8,14,4,10,8,20,11,6,59,271.4,3.6875,,0.354166667,15,4,3,1,0,0,0,2,8,10,9,12,10,1
1227,35,2025-06-21 00:00:00,25,5,,51,102,8,13,4,14,21,20,12,13,84,386.4,5.25,,0.05,14,4,1,0,0,0,0,4,15,8,8,12,4,2
1228,36,2025-06-21 00:00:00,25,3,,33,33,6,13,6,6,6,6,6,7,37,92.5,2.3125,,0.245833333,14,3,0,0,0,0,0,3,6,6,6,6,6,1
1229,36,2025-06-21 00:00:00,25,2,,32,32,7,15,6,6,6,6,6,6,36,90,2.25,,-0.216666667,16,1,1,0,0,0,0,2,6,6,6,6,6,2
1230,36,2025-06-21 00:00:00,25,3,,34,34,7,14,6,6,6,6,6,6,36,90,2.25,,-0.216666667,15,3,0,0,0,0,0,4,6,6,6,6,6,3
1231,51,2025-06-21 00:00:00,25,3,,35,35,6,13,6,6,6,6,6,7,37,92.5,2.3125,,-0.154166667,14,3,0,0,0,0,0,5,6,6,6,6,6,1
1232,51,2025-06-21 00:00:00,25,3,,35,35,7,14,6,6,6,6,6,6,36,90,2.25,,-0.216666667,15,3,0,0,0,0,0,5,6,6,6,6,6,2
1233,51,2025-06-21 00:00:00,25,3,,34,34,8,14,6,6,6,6,6,6,36,90,2.25,,-0.15,15,3,0,0,0,0,0,4,6,6,6,6,6,3
1234,42,2025-06-21 00:00:00,25,3,,34,34,7,14,6,6,6,6,6,6,36,90,2.25,,-0.216666667,15,3,0,0,0,0,0,4,6,6,6,6,6,1
1235,42,2025-06-21 00:00:00,25,3,,34,34,8,15,6,6,6,6,6,6,36,90,2.25,,-0.15,16,3,0,0,0,0,0,4,6,6,6,6,6,2
1236,42,2025-06-21 00:00:00,25,3,,35,35,7,14,6,6,6,6,6,6,36,90,2.25,,-0.216666667,15,3,0,0,0,0,0,5,6,6,6,6,6,3
1237,53,2025-06-21 00:00:00,25,2,,34,34,6,13,6,6,6,6,6,7,37,92.5,2.3125,,0.245833333,14,2,0,0,0,0,0,4,6,6,6,6,6,1
